stabbr,popgroup,wtdn,rincome,txblsales,share2010,share2020,share2030,share2040,totpop,txc2010,txc2020,txc2030,txc2040
PA,35to39,1472278.96,49989.58560298225,18517.235270707315,0.060168807748532775,0.06239236176967756,0.06504034087650194,0.05981745516582383,629135963.87,700958106025.8013,726862196095.5553,757710778425.3385,696864898097.3304
PA,40to44,1483393.37,51841.09237079695,18579.35063684451,0.0670253973684772,0.057011778746259345,0.06565758167632155,0.06041438511716779,629135963.87,783455692213.4583,666407128277.2904,767467379842.4491,706179982065.7523
PA,45to49,1633765.25,48585.527535932575,17450.31613561221,0.07524283443282553,0.05843154826683091,0.061579960724511565,0.06576473653756286,629135963.87,826062596951.9811,641497849849.2856,676063078427.8229,722006147981.8705
PA,50to54,1733958.87,51535.13842402789,19078.44710577879,0.07751626683474017,0.06404028732475545,0.055361832806132966,0.065318025022515,629135963.87,930422883496.3396,768671547607.7245,664504602949.2158,784008152963.5519
PA,55to59,1882702.65,54647.793303086735,21203.935939239287,0.06920341457297094,0.07025473932798273,0.05544850835676426,0.05986654222841946,629135963.87,923184531253.2357,937209370304.0182,739691899769.6931,798629172648.9701
PA,60to64,1649045.18,47008.18589498008,19272.35386716762,0.058516282658547664,0.07004236058851165,0.058810272423335294,0.05208500049566965,629135963.87,709505885296.6434,849258784048.1953,713070490887.722,631527033304.4323
PA,65to69,1407144.55,43558.88618734225,18945.68562865706,0.0435353094093634,0.06233731462845956,0.0633480238735689,0.05108439560704396,629135963.87,518915297632.956,743024147822.1602,755071207918.0164,608895967674.633
PA,70to74,963411.61,36206.72670093225,16623.229820294877,0.03357922165603782,0.04980219324456161,0.05967183499283213,0.051192077776508985,629135963.87,351180624078.0007,520844868985.6266,624064264124.9034,535380659074.07477
PA,75to79,831430.68,28250.320054793705,13526.42502013659,0.028524735405863737,0.03408166593901959,0.04884995280245426,0.05072126511364646,629135963.87,242744369944.06516,290033628964.3807,415711165979.5259,431635959723.8193
PA,80to84,541115.82,32560.08926559054,15961.41332600188,0.02454351267585387,0.022264834822572726,0.03305477461045118,0.04046653987561149,629135963.87,246463479263.75168,223581226048.4878,331932713314.7412,406360912687.1475
PA,85+,578420.07,24915.78441793173,12460.97376320876,0.024064468553489076,0.025143245618280317,0.026590258246159643,0.0361718068247798,629135963.87,188656932427.7494,197114163526.14484,208458231355.98892,283574187427.57465
RI,00to04,109744.23,0,NaN,0.05457894841848547,0.05341185271287113,0.053249544253151065,0.05181399986294158,629135963.87,NaN,NaN,NaN,NaN
RI,05to09,111186.24,0,NaN,0.05742152281042442,0.05690783616156487,0.056941998997583565,0.056235292756878504,629135963.87,NaN,NaN,NaN,NaN
RI,10to14,116481.64,0,NaN,0.0606365200505051,0.05604158253071443,0.05570412640872989,0.05652068452832175,629135963.87,NaN,NaN,NaN,NaN
RI,15to19,147178.75,3393.756115319569,3693.886629365351,0.07604836556722755,0.06559811458597202,0.06603181306008143,0.06724432705693115,629135963.87,176733125794.30258,152447192658.50647,153455089230.7716,156272919530.40057
RI,20to24,155909.83,18036.512564606477,9133.539347541964,0.07806343919199443,0.07117412315323628,0.06681327269358815,0.06758985506431207,629135963.87,448571107015.7738,408983456842.0905,383924971865.4869,388387399057.1431
RI,25to29,138060.35,32006.519725700968,14218.216039920579,0.0625128851655049,0.06753594018716812,0.05916991165118927,0.060618415280795084,629135963.87,559189701066.3961,604121887903.8364,529286164296.43494,542243306003.91486
RI,30to34,114569.02,48310.082578531,19265.750259379594,0.05810841495125726,0.0675614552315586,0.06256593486816704,0.05977510543908539,629135963.87,704319102206.7555,818897289357.9795,758347704235.9131,724520684869.582
RI,35to39,121091.99,51140.6532900707,18965.58130673127,0.060547214571613966,0.061522057824451824,0.06750885754647781,0.060196123149531634,629135963.87,722445082113.08,734076842860.8982,805510913732.2832,718255884095.4657
RI,40to44,148466.35,42167.8096627782,15106.310696253036,0.06947776246072697,0.05592654678333624,0.06604538388266074,0.062247684987895145,629135963.87,660311328289.7456,531521613322.50464,627690265408.5494,591597226242.7495
RI,45to49,145008.01,63156.77667109672,22693.600359453227,0.07723973865796667,0.057585221797124726,0.059430889049013745,0.06637185028624747,629135963.87,1102779565616.8086,822164950098.92,848516206145.0383,947614809417.8269
RI,50to54,156882.71,52263.69018843211,19354.155626682274,0.0770022240864477,0.06621826347389367,0.05413952817168138,0.06506998758479036,629135963.87,937609523697.2618,806299755785.1637,659224299356.0321,792317894582.7327
RI,55to59,154565.67,46929.165686757406,18192.78047574078,0.06710641697868164,0.07193913677447829,0.054475342400460564,0.05721935325457705,629135963.87,768082096434.7214,823396114368.5991,623510195876.4575,654917410035.1119
RI,60to64,158263.67,54184.0747364706,22219.332206437066,0.056960744541677634,0.06926728202833529,0.06050164223350455,0.050343758459621656,629135963.87,796253164796.5214,968286018304.4011,845751306297.7251,703754442182.4502
RI,65to69,99645.31,55764.307692945506,24244.347337906253,0.04066439476061856,0.05709561351142358,0.06126900025674563,0.04740416349095693,629135963.87,620253640425.0769,870878869370.5126,934535499130.4286,723055271070.8611
RI,70to74,61757.26,42930.96982043941,19692.843112141727,0.029524961356379213,0.04493765458408476,0.05470156729647079,0.04881797191518773,629135963.87,365798795186.2019,556753985447.6476,677723746030.3269,604829083244.547
RI,75to79,52683.2,25603.06366504901,12305.589221513905,0.025314303032491044,0.03061570993385897,0.0430298314107305,0.0471789902294296,629135963.87,195980517503.5266,237023419877.46622,333132167104.9231,365254493026.7263
RI,80to84,60791.38,34001.22713356285,16667.879361239946,0.02337808424546846,0.020249897206847757,0.030851818345360948,0.0383717035622318,629135963.87,245151062390.76138,212347759612.71085,323523346251.8674,402379587448.35516
RI,85+,40708.45,26964.55730525063,13485.613596634223,0.025414059152529006,0.026411711519079523,0.02756953747440289,0.03698073309026515,629135963.87,215620108365.8244,224084474884.21417,233907799700.4998,313755060870.59344
SC,00to04,532374.12,0,NaN,0.06535636979057216,0.05867870756653043,0.05767074498104214,0.05702748576996571,629135963.87,NaN,NaN,NaN,NaN
SC,05to09,683805.52,0,NaN,0.06396318214090826,0.059385520276842095,0.05868591482274364,0.05805953545968744,629135963.87,NaN,NaN,NaN,NaN
SC,10to14,622418,0,NaN,0.06427299559558988,0.06466240350628978,0.05997785741827187,0.06070530215049947,629135963.87,NaN,NaN,NaN,NaN
SC,15to19,551181.25,3177.3254318158138,3152.3574121505458,0.07112715885711914,0.06469900519475959,0.06205754529928647,0.06315511960565853,629135963.87,141063750001.2841,128315040847.60521,123076335347.19363,125253112123.45882
SC,20to24,596177.04,16357.343013808078,8269.397293569862,0.0718849370557647,0.06355086999871748,0.06605280844788335,0.063094433828775,629135963.87,373986793433.4462,330628182539.67126,343644705559.5847,328253539024.6966
SC,25to29,683051.23,28079.28036222274,12430.969036685818,0.06580628032734288,0.06323864628698017,0.0594280106057322,0.05870145119257302,629135963.87,514655762380.76746,494574887911.2738,464772783888.18475,459090530054.1386
SC,30to34,617028.38,36102.62488623,14289.441432928079,0.062195753674737814,0.06381999980552518,0.05828903801138382,0.06239033693862693,629135963.87,559139919393.5842,573741894560.4624,524018539684.5279,560889223229.587
SC,35to39,597752.09,42614.17971323493,15789.947956198259,0.06414241127833399,0.06150613811151408,0.061063285313732216,0.059094824830999405,629135963.87,637192261195.2251,611003459950.9899,606604149573.1686,587049415644.8911
SC,40to44,574268.28,43833.87904236035,15720.905198613655,0.065856438541918,0.058004420057689805,0.061489878999946034,0.05783548521919604,629135963.87,651358824703.7935,573697753976.6854,608170988339.8873,572026889285.4103
SC,45to49,598420.63,48085.59609032935,17272.354528875592,0.07194374323837,0.059112359107983695,0.058559580195545184,0.059871524642077824,629135963.87,781788154799.2379,642353873633.4946,636347013460.326,650603466931.9719
SC,50to54,719813.4400000001,45477.53543644792,16796.7710533854,0.07062406331696273,0.06099144426275147,0.05549811742659532,0.06058728013033237,629135963.87,746316451873.1486,644524205192.0098,586473733429.4354,640253219820.8103
SC,55to59,640008.74,42542.20620542913,16501.12717176333,0.06556024563688392,0.06650146198865128,0.056449869249390175,0.05758949348769038,629135963.87,680610579124.288,690381772017.7025,586031638961.7466,597862593914.3804
SC,60to64,604325.63,33927.61256919123,13875.076426903803,0.06065576676776141,0.06534861509801097,0.058304099304588804,0.05463476512795523,629135963.87,529482966025.7235,570448291920.0137,508954532706.6903,476923778720.4737
SC,65to69,537308.1900000001,31107.518660274127,13525.185190940858,0.04660411591390429,0.06532951233204885,0.06633411144396918,0.057532018353375035,629135963.87,396562830701.6352,555900607290.0371,564448922384.7693,489550324188.984
SC,70to74,387533.22000000003,41092.748174574524,18867.084067702563,0.033182685730247394,0.053747618521347226,0.05796427335877511,0.05284015043071133,629135963.87,393877189486.8417,637982142159.8152,688033671138.0215,627210531206.0085
SC,75to79,302630.68,28660.40974678615,13727.316890028971,0.024484127087078984,0.03502768426525052,0.04915112330586402,0.05099198219138655,629135963.87,211453460190.90155,302511296972.9018,424486241977.5383,440384541299.48267
SC,80to84,162951.88,25219.125223279658,12362.769589651043,0.017050766166727634,0.01991023825380887,0.032282044209214406,0.03557157909007556,629135963.87,132618522640.00104,154859104676.6623,251085315988.87433,276670867500.5624
SC,85+,147962.27,21837.982334341923,10921.692062554785,0.015288958879776814,0.016485355365298573,0.020741697606036096,0.030317231550414152,629135963.87,105053941653.48862,113274656194.79665,142520959552.12808,208316648598.3123
SD,00to04,140288.59,0,NaN,0.07322827875899678,0.06551634738536072,0.06354345184130833,0.06285088804353557,629135963.87,NaN,NaN,NaN,NaN
SD,05to09,107141.29,0,NaN,0.06820481957306739,0.06349861626245348,0.06405192909426859,0.06185915714363794,629135963.87,NaN,NaN,NaN,NaN
SD,10to14,109406.88,0,NaN,0.06627527082463337,0.07361306045447762,0.06699905610436395,0.06646628879762742,629135963.87,NaN,NaN,NaN,NaN
SD,15to19,97410.47,3937.425146417217,4491.0462536574605,0.07078041710678229,0.06768393018348708,0.0641029070966798,0.06613895032116282,629135963.87,199988561873.49442,191239503984.8464,181121399480.23557,186874196270.94016
SD,20to24,120960.21,18794.497825656967,9487.346594066601,0.07074111375862831,0.05959623202726403,0.06733876151959715,0.062688886372970265,629135963.87,422241748817.4244,355719833871.73773,401933683490.61615,374179364829.5682
SD,25to29,124893.84,38497.05803453189,17143.40543987472,0.06825272052863003,0.05901147587421639,0.05740528630048365,0.05561035451172427,629135963.87,736141963146.6421,636470214839.3367,619146604339.484,599787308468.8177
SD,30to34,119422.41,46709.56182360614,18549.352366260515,0.06123830111277605,0.063441977180302,0.054370907041332954,0.06283831345684834,629135963.87,714654934886.2451,740371977128.2869,634512001888.6895,733327182430.5457
SD,35to39,91099.45,43670.84237638251,16201.123711448154,0.05621115723795721,0.06644974768192084,0.058445732414018924,0.05815403265524955,629135963.87,572944000993.4573,677302979917.6045,595720376802.154,592747165875.8845
SD,40to44,87922.52,54891.66786571778,19676.177476565834,0.05815176005305952,0.05950201889415112,0.06270876338623474,0.05497050480392415,629135963.87,719860107468.868,736574949351.0759,776271210179.4714,680479377746.5181
SD,45to49,111147.77,51059.80027303579,18367.983916901787,0.07064654007713282,0.05372719364093009,0.06461121767099945,0.058127147996367944,629135963.87,816388539408.7308,620869261186.1752,746644599526.8276,671714954489.4724
SD,50to54,98634.85,56767.31933604785,20932.18344327143,0.07295561178117861,0.05543618435375723,0.0577038948233008,0.06220327952535183,629135963.87,960766269812.4191,730049611727.5172,759913520420.0083,819166769773.965
SD,55to59,112482,45486.87417704432,17647.934954018096,0.06660812105431231,0.06644458999321168,0.05140505697397616,0.06323117236011379,629135963.87,739546675467.495,737730998179.8256,570747806507.2966,702052581046.4495
SD,60to64,108656.06,54076.71443796195,22212.22136403429,0.05351764965978039,0.0676351429173283,0.05228173582643113,0.05566387233922541,629135963.87,747882785718.6207,945167798269.4149,730611498835.3317,777875190214.7043
SD,65to69,86736.51,48599.69944496003,21139.415087954116,0.039234567294701414,0.058585499554035754,0.058500484012748384,0.04624306646283604,629135963.87,521802728477.9589,779161734776.378,778031064949.6008,615012727737.006
SD,70to74,53363,39216.301185504184,17989.667199272346,0.031544621582451055,0.045446493854787016,0.05749269172162253,0.04540787470318114,629135963.87,357020343001.08777,514360991201.72614,650699215549.587,513923901705.607
SD,75to79,54579.69,27065.947698997374,12945.027506155819,0.026682060478026973,0.02976543540109333,0.04449081779227509,0.045392139953165024,629135963.87,217303566204.4673,242415133854.18164,362341333330.54535,369681865371.60693
SD,80to84,30640.05,22845.65640085052,11199.261818460562,0.022113046255127857,0.020849126689512495,0.030067672330633,0.0388644936991846,629135963.87,155805392237.25626,146899993975.74905,211852561021.49298,273833718567.81833
SD,85+,40441.42,24130.71067641418,12068.339795474087,0.02361394286275762,0.023796927651710785,0.024479634049725387,0.033289576853894005,629135963.87,179291850463.56372,180681185637.65018,185864720388.06238,252755326375.28674
TN,00to04,837739.91,0,NaN,0.06426193704642454,0.059576305307874604,0.05930465927882294,0.059096233881928514,629135963.87,NaN,NaN,NaN,NaN
TN,05to09,820910.2,0,NaN,0.0649502332533105,0.06039775792639599,0.06031499693524628,0.06032360356183543,629135963.87,NaN,NaN,NaN,NaN
TN,10to14,817580.35,0,NaN,0.06601545357349115,0.06535859404835669,0.06206102724425109,0.06292605318191034,629135963.87,NaN,NaN,NaN,NaN
TN,15to19,801780.31,4823.742082719704,5330.401948355087,0.0688904453991858,0.06528958774999086,0.0621842689149461,0.06325302650240791,629135963.87,231027385598.8313,218951738188.12527,208537903762.2605,212122033170.03952
TN,20to24,849635.39,16749.44215701275,8416.654256203237,0.0671662381886212,0.06467232433213481,0.06558009840435323,0.06342852423483304,629135963.87,355660000261.0147,342454178009.097,347261041330.1523,335867982997.1224
TN,25to29,921295.05,28095.64846980022,12443.81696963968,0.06581722174467645,0.0656808209771559,0.0637558456780954,0.06185187957535625,629135963.87,515273339652.5264,514205478124.06305,499135129896.006,484229259573.04663
TN,30to34,945926.23,34751.2858018283,13843.75372350385,0.0640257291677336,0.06443544824938167,0.06354608553589143,0.06563548242446048,629135963.87,557638704759.8818,561207195442.8555,553461198980.821,571659017105.1345
TN,35to39,814133.21,42531.653164255564,15773.88423429579,0.0667530713721251,0.06319762419270654,0.06459461036891267,0.06386663071927041,629135963.87,662451997314.334,627168031544.109,641031607610.7335,633807197362.6819
TN,40to44,792116.58,44030.39536913911,15786.982233061932,0.0678381463905813,0.060576659625189364,0.06244133023511052,0.06272380269727808,629135963.87,673779207630.5768,601656971701.0143,620177175345.8936,622982736550.9553
TN,45to49,794306.93,50767.731036803314,18233.54705232199,0.07360215439233987,0.0618752612274919,0.05999886695424334,0.062464729620553154,629135963.87,844318296539.1548,709794646485.8954,688269814373.2374,716556662538.308
TN,50to54,881841.48,46053.18479422821,17029.856807719905,0.072382823795068,0.062254512544800626,0.056937538754007484,0.059780810607892254,629135963.87,775516477818.1477,667000785071.8739,610034220758.7494,640497306584.8434
TN,55to59,944351.54,41546.67648779472,16095.266745250097,0.06539302454024949,0.06603594649380368,0.05685955155374308,0.05615982143047464,629135963.87,662177035420.8477,668687334588.1458,575766139399.8094,568680594391.3296
TN,60to64,815841.67,44444.197548323704,18214.69630854871,0.05841756478974111,0.06359600599681478,0.05602239368708803,0.05218981995439606,629135963.87,669437282359.2471,728779735626.4761,641989769962.6492,598070312633.5187
TN,65to69,725241.68,41263.1392342204,17919.519822603233,0.04420632813355594,0.05969763123742109,0.060345231820652316,0.053089291576205115,629135963.87,498373937608.1569,673020013238.5444,680320942003.4761,598518818566.5444
TN,70to74,574374.45,30126.19450984841,13850.360680820648,0.03254531716698668,0.04838380505935978,0.05272581375025158,0.047456538530525685,629135963.87,283592083466.21216,421604865990.5356,459440087714.1534,413524887986.59436
TN,75to79,385636.09,33993.82784383974,16246.85359409934,0.024348320741620254,0.03247235961114132,0.04389584185845116,0.04533672979484976,629135963.87,248875870956.4372,331915570933.76953,448680465064.42926,463408472138.3973
TN,80to84,148594.95,22601.066271313928,11079.360299728558,0.017641372148743204,0.01978822881782653,0.029447966732689675,0.03278834773397267,629135963.87,122967844193.10583,137932345489.42795,205264814690.00266,228548686661.41513
TN,85+,247158.53,23207.05510685627,11606.397774085455,0.015744618155545804,0.016711126602153875,0.01998387229324365,0.02762867397185022,629135963.87,114967237207.5443,122024684059.95628,145922280462.1247,201744639525.14297
TX,00to04,4071684.44,0,NaN,0.0766923832003589,0.07252232680311844,0.07220904872402653,0.07211233401624963,629135963.87,NaN,NaN,NaN,NaN
TX,05to09,3950078.81,0,NaN,0.07668287854066966,0.07207435417713813,0.07214021181220037,0.07205786867433671,629135963.87,NaN,NaN,NaN,NaN
TX,10to14,4009996.83,0,NaN,0.07483957108771604,0.07434073437056311,0.0712876790538018,0.07185897414153565,629135963.87,NaN,NaN,NaN,NaN
TX,15to19,3675881.36,2879.09363656219,3192.337641902742,0.07488892373488903,0.07364681649015789,0.07019472281243955,0.07112917316917262,629135963.87,150407994277.77737,147913328177.09644,140980093457.86493,142856857028.4822
TX,20to24,4156260.33,17313.142430809035,8734.521462517072,0.07226241641616188,0.0716568367559663,0.07218073868339665,0.07007378786530327,629135963.87,397096544811.51685,393768762506.44006,396647709205.4347,385069589742.4166
TX,25to29,3867686.91,32967.008472076275,14564.046371771758,0.07369248989911181,0.0730290057598854,0.07282825595817534,0.0702743825093581,629135963.87,675226993146.6545,669147643664.1812,667308220336.6609,643907677186.5681
TX,30to34,3855325.16,40618.95358786579,16166.206149696856,0.07000973253291108,0.06970803891526865,0.0700964703662391,0.07148361104318851,629135963.87,712050905245.9553,708982457391.9625,712933093343.321,727041342853.6444
TX,35to39,3567762.22,47629.17292689691,17664.09066793629,0.07013512245759798,0.06770052666860212,0.06803499187619189,0.06868841617233838,629135963.87,779419660949.0901,752363718677.7344,756080668895.6012,763342248051.8407
TX,40to44,3590398.35,48093.47834856295,17240.521453332036,0.06739937120512046,0.06200545772633767,0.06260694278348776,0.06373565089264556,629135963.87,731056182031.1039,672550387043.7245,679074474161.5507,691317155749.7396
TX,45to49,3203152.84,49524.71185321286,17783.777854340653,0.0700110448917803,0.06047337659484884,0.05919551983564107,0.06022485626087425,629135963.87,783312570339.1108,676601186724.4325,662303995986.4928,673820638285.4244
TX,50to54,3413432.7,49770.06022329557,18408.072419008447,0.06660694505881178,0.05743132564846717,0.053578561145933026,0.05476842713742019,629135963.87,771387045574.7003,665122542045.6165,620502981363.4573,634283034044.0398
TX,55to59,3410979.04,53185.69623224186,20626.42911616409,0.05658748277678116,0.0580227554311883,0.05082344979882304,0.05036576146858466,629135963.87,734326051499.4929,752951338390.1205,659527184864.7397,653587841959.3993
TX,60to64,2840899.43,48897.531174016585,20070.42502115784,0.04671866338555739,0.05412744314418557,0.04732765329661728,0.0446996188284076,629135963.87,589917786176.3904,683468642231.6923,597607517733.3779,564423257672.5311
TX,65to69,2361451.28,41065.19915738507,17837.946572967034,0.03392646519200745,0.0469288460230064,0.04816756893732433,0.04310835655614901,629135963.87,380739542241.72614,526658679341.02527,540560239456.1903,483783260327.6321
TX,70to74,1645434.2,33323.575536088916,15295.37713264117,0.024622874788914034,0.03626622752983859,0.04205971872795204,0.037575500097892574,629135963.87,236942768305.41895,348985259462.1888,404735282739.41077,361584221581.7837
TX,75to79,1110760.56,27608.07716910473,13245.878266427948,0.01897929419828812,0.023608896548993192,0.03268991793116575,0.03428227464158764,629135963.87,158163158481.61588,196743757035.56384,272420070866.72037,285689909255.7811
TX,80to84,681146,25351.452271942195,12427.638168501804,0.01380784465297871,0.014113513384898885,0.020808254144436055,0.02465701915946684,629135963.87,107959037610.4057,110348961813.28093,162692958115.0406,192785197523.43268
TX,85+,709472.09,24064.866941064618,12035.409784325328,0.012136495980344204,0.012343518027535305,0.013770294112148496,0.018903987365488827,629135963.87,91896444783.27403,93463996913.59476,104267415782.60783,143139274625.05408
UT,00to04,530082.58,0,NaN,0.09549022481036656,0.08910245510716873,0.0854101868276122,0.08555293300030115,629135963.87,NaN,NaN,NaN,NaN
UT,05to09,510936.75,0,NaN,0.09029753408698263,0.08302454380709551,0.08139385316357746,0.08018339081229564,629135963.87,NaN,NaN,NaN,NaN
UT,10to14,503386.09,0,NaN,0.08247484971335638,0.08408165403234168,0.0799095193552698,0.07780155557296793,629135963.87,NaN,NaN,NaN,NaN
UT,15to19,428345.79,4228.682511772463,4928.070789471023,0.07999247436127045,0.08310867349252467,0.0778293628731986,0.07749940109979814,629135963.87,248010792602.03116,257672339173.996,241304224278.86145,240281202030.79556
UT,20to24,430507.55,18228.872145365858,9168.220528412625,0.08195673843159176,0.07851781383478545,0.08152943446660789,0.07870121961938316,629135963.87,472731160043.7811,452895246059.62134,470266446306.70703,453953141126.8339
UT,25to29,467061.9,28175.662142753325,12461.40336672424,0.08305483042890714,0.07074584205770877,0.07486255705894763,0.07120845164070701,629135963.87,651142978531.3538,554641531121.9768,586916235119.6676,558268351864.552
UT,30to34,438568.24,36302.118016467924,14437.12121888122,0.07819898440058107,0.06618384609645517,0.06458059631969774,0.06811112323196636,629135963.87,710274507371.1956,601142061401.7772,586579884487.2277,618647350357.7141
UT,35to39,482592.97000000003,47837.870441820975,17794.840216273715,0.06454718629754856,0.06900929368185056,0.059870119340687,0.064349269560252,629135963.87,722629888110.3182,772584848888.7843,670268374532.6195,720414136225.0466
UT,40to44,386052.72,52198.594100839284,18715.755084330773,0.05574544526997324,0.06565003010605928,0.05659164725046927,0.056088283027872665,629135963.87,656388938931.942,773012994935.7025,666352759606.6166,660425769403.8052
UT,45to49,284291.56,50618.27911185499,18172.819861048258,0.05601933510258205,0.053388304238531054,0.058135700618617385,0.05122892149493442,629135963.87,640478835815.4827,610397800727.9327,664675612149.7284,585709200922.7725
UT,50to54,300088.15,55558.03390737634,20533.448853397585,0.055043172925067434,0.04589187939280119,0.055046270703201776,0.04819645194059867,629135963.87,711065934619.7991,592846494447.6362,711105952743.5242,622617725746.9216
UT,55to59,273074.93,49917.18936919214,19322.163330833526,0.048164811488176966,0.04547455635545909,0.044141101342259126,0.04882134160458643,629135963.87,585504349452.7146,552800887471.3372,536591051163.35626,593485305400.1659
UT,60to64,255175.55,44566.97145179493,18248.029927117055,0.03875667764758664,0.04423941403068489,0.03756715148512234,0.04576885890224221,629135963.87,444945723684.868,507890234304.0055,431289378215.5158,525449013758.7134
UT,65to69,224173.52,47856.09372803157,20850.830530054634,0.028756623376153496,0.04162601961053144,0.039340544744526765,0.03901719195338583,629135963.87,377229597183.85803,546050431743.99756,516069555623.7604,511827811328.7218
UT,70to74,192533.17,33247.23530989039,15273.647355266741,0.021254140458087076,0.03227752816013443,0.036880769395969897,0.03199925149885389,629135963.87,204235304570.0296,310161251053.76654,354394720652.9785,307487234723.469
UT,75to79,93429.47,31163.248768466092,14995.214487661575,0.016583540921565117,0.021977611821926365,0.03184522869978698,0.03075111050400964,629135963.87,156449601335.53546,207337421127.97366,300428802152.97345,290106859670.79065
UT,80to84,85590.24,26396.04288131263,12939.711164881513,0.012450590382740236,0.013726753851047305,0.02086706876135504,0.02436139188563255,629135963.87,101358235026.21141,111747274644.1114,169875419141.05118,198322136413.1115
UT,85+,48055.51,23239.375905748788,11622.562170929239,0.011212839897463172,0.011973780322894343,0.014198887593093098,0.020359852650212215,629135963.87,81990212302.1606,87554339463.60463,103824706216.98634,148874741501.41714
VA,00to04,923326.7,0,NaN,0.06369497204357842,0.059775159519206256,0.05960373027485783,0.05908107124233089,629135963.87,NaN,NaN,NaN,NaN
VA,05to09,1024472.15,0,NaN,0.06397293646413259,0.06046621981166114,0.060906457304659406,0.060568599595958776,629135963.87,NaN,NaN,NaN,NaN
VA,10to14,1141021.57,0,NaN,0.0638975711108978,0.06360701253459644,0.06086313834256523,0.06158168005578545,629135963.87,NaN,NaN,NaN,NaN
VA,15to19,1080656.3,2291.0581514073992,2605.167621076495,0.06886181068823191,0.0646819781781477,0.062335231659468686,0.06371307878277915,629135963.87,112864827397.18428,106014062508.99911,102167734070.51508,104426031902.0404
VA,20to24,1064374.87,16527.00309000322,8294.954474549819,0.07150222271549242,0.06763928756765662,0.06865203650177586,0.0666572300440065,629135963.87,373145373353.6548,352986050702.7265,358271237159.6442,347861032103.30066
VA,25to29,1157443.47,34355.841486169746,15128.021551117059,0.0705337216836245,0.07104415726789778,0.0680404181899672,0.06653677576672712,629135963.87,671310509513.8131,676168622257.2391,647580288014.8356,633269247321.4272
VA,30to34,1115124.89,45241.969770309435,18044.713411746292,0.0657512088452678,0.06842752737262622,0.06600002210087871,0.06797402307993873,629135963.87,746445737862.8848,776828853139.3112,749270409795.7098,771680410208.3876
VA,35to39,1123800.49,49838.99366011703,18455.28087952728,0.06749923509790746,0.06803664119239847,0.06987280600367445,0.06790336320355253,629135963.87,783725581225.6105,789965339396.9176,811284830378.6442,788417864538.5529
VA,40to44,1162014.72,55459.03659420942,19871.09946012992,0.07109902432488642,0.06180902310349407,0.06558624041094178,0.06419045647700783,629135963.87,888853219960.8444,772713124122.9265,819934472068.2253,802484907101.2339
VA,45to49,1100170.58,68062.21679379295,24441.764607574754,0.07763443779196263,0.061546623055984795,0.06325312619473177,0.06591614603729937,629135963.87,1193799743859.602,946414309543.2424,972655537893.358,1013605308335.0443
VA,50to54,1190821.92,57382.424569810086,21242.00595030719,0.07409614069399117,0.0639277092390944,0.0566645093585427,0.06101217162991935,629135963.87,990228966517.0446,854336931164.4072,757270729821.6335,815373366172.5653
VA,55to59,1177257.19,58936.834592828985,22889.607722938305,0.06406617452966021,0.06749178415922784,0.054554989617248535,0.05689272513137014,629135963.87,922596184634.6614,971927277016.7058,785628697876.3677,819293668226.9078
VA,60to64,919203.4,51916.05442992672,21296.458422410356,0.055289048001855766,0.06225988169656196,0.0547690990659859,0.04926087036003748,629135963.87,740783005781.6694,834180800169.362,733816538651.439,660015263990.5262
VA,65to69,833579.89,47011.34539797445,20450.371881850817,0.04003262582389454,0.05244836660691331,0.05530838315304041,0.04567888329986479,629135963.87,515062342967.6849,674804063770.9236,711601220911.071,587707455415.8477
VA,70to74,550459.61,38691.4597570706,17752.91719492181,0.02868407843795994,0.043193746839364056,0.048688560695404864,0.043761801231557367,629135963.87,320372433950.46747,482430901041.40576,543802469696.5412,488775499792.82965
VA,75to79,363758.4,33967.81049940158,16292.592968415809,0.021738342492161004,0.028944335305346142,0.03795931350833114,0.040899527603371275,629135963.87,222823579497.70438,296686851872.2039,389092687920.06586,419230635621.58435
VA,80to84,239621.25,35563.34131388881,17433.64968487788,0.016348032451846163,0.017615188759361196,0.026552422945614603,0.030580963332043236,629135963.87,179307443235.94028,193205785947.82773,291230585951.02124,335416164783.88385
VA,85+,308937.95,30319.25377099987,15163.376734331994,0.015298416802649262,0.017085357790461494,0.020389514672310892,0.027790633126450054,629135963.87,145944228823.6763,162991334271.51013,194512414802.5652,265117794375.8925
VT,00to04,59016.62,0,NaN,0.05106266011017338,0.0476172278818988,0.046988064957033206,0.04517864674998393,629135963.87,NaN,NaN,NaN,NaN
VT,05to09,64770.69,0,NaN,0.05538074059395181,0.053340053411983994,0.05337132943766693,0.051928501299110696,629135963.87,NaN,NaN,NaN,NaN
VT,10to14,68359.6,0,NaN,0.06014788866320091,0.056068228472987,0.053867691212609085,0.054728672133674564,629135963.87,NaN,NaN,NaN,NaN
VT,15to19,78466.09,3466.6182229554197,4175.9671888299035,0.07353202043657041,0.06100742757522431,0.060538025876646785,0.062365717999752886,629135963.87,193187084697.4595,160281833793.96732,159048597645.11905,163850403863.56717
VT,20to24,76861.11,18485.9871612398,9292.604500724718,0.07007851491271948,0.05870670156727149,0.05638128659653772,0.055771150925942696,629135963.87,409700840911.8563,343217675620.3915,329622574894.2241,326055531591.08856
